t,x,v
0.0,0.0,0.05
0.02,0.001,0.04995
0.04,0.001999,0.19861291011165388
0.06,0.005971258202233078,0.39191672738893363
0.08,0.01380959275001175,0.4969405767846712
0.1,0.023748404285705176,0.44767974287253787
0.12,0.032701999143155934,0.29207790973814884
0.14,0.03854355733791891,0.15632720017400634
0.16,0.041670101341399035,0.1524411552142107
0.18,0.04471892444568325,0.29623641747465923
0.2,0.050643652795176436,0.495290389505173
0.22,0.06054946058527989,0.6156657755368502
0.24,0.07286277609601689,0.5790339571836632
0.26,0.08444345523969016,0.4197423250596243
0.28,0.09283830174088264,0.26037837098483585
0.3,0.09804586916057936,0.22345606321308903
0.32,0.10251499042484115,0.34315523924375013
0.34,0.10937809520971616,0.5410063711329116
0.36,0.12019822263237438,0.6830589083000751
0.38,0.13385940079837588,0.6770130383262645
0.4,0.14739966156490117,0.5388542456004295
0.42,0.15817674647690977,0.3806882128177286
0.44,0.16579051073326434,0.3286562881950239
0.46,0.17236363649716482,0.4305470129793347
0.48,0.18097457675675152,0.6202116034238034
0.5,0.1933788088252276,0.7647047603968988
0.52,0.20867290403316557,0.7600724794599976
0.54,0.22387435362236552,0.6064060887882202
0.56,0.23600247539812994,0.4077797854395933
0.58,0.2441580711069218,0.29711676485902033
0.6,0.2501004064041022,0.34042418815237074
0.62,0.25690889016714963,0.4897609411419387
0.64,0.2667041089899884,0.6189375940689952
0.66,0.2790828608713683,0.6159434209079898
0.68,0.2914017292895281,0.46496471482716345
0.7000000000000001,0.30070102358607137,0.2584271285896436
0.72,0.30586956615786426,0.13027113151224706
0.74,0.3084749887881092,0.15882863242352158
0.76,0.3116515614365796,0.3097556466602709
0.78,0.31784667436978503,0.46046820242981396
0.8,0.3270560384183813,0.48845596410593356
0.8200000000000001,0.3368251577005,0.3595428378963743
0.84,0.34401601445842744,0.15220220496756579
0.86,0.34706005855777877,0.0003885770309383363
0.88,0.34706783009839753,-0.0035941661043852394
0.9,0.34699594677630985,0.12427266313129234
0.92,0.3494814000389357,0.2718876568384372
0.9400000000000001,0.35491915317570444,0.31311384266116893
0.96,0.36118143002892783,0.20016715446782274
0.98,0.3651847731182843,-0.0007990514746148702
1.0,0.365168792088792,-0.1568348079971603
1.02,0.3620320959288488,-0.1639813490309393
1.04,0.35875246894823,-0.02232514948883141
1.06,0.3583059659584534,0.16406453646908412
1.08,0.36158725668783503,0.26226954390061746
1.1,0.3668326475658474,0.2062878277426118
1.12,0.37095840412069964,0.044065701657749756
1.1400000000000001,0.37183971815385464,-0.09820212379786272
1.16,0.36987567567789736,-0.10849956265000424
1.18,0.36770568442489726,0.02899252884157777
1.2,0.36828553500172884,0.22185400956114035
1.22,0.37272261519295163,0.3361499943286308
