t,capacitor voltage,inductor current
3.9,0.004903552868427738,-0.1654166930107362
3.92,0.0015952190082130142,-0.1739621352537395
3.94,-0.0018840236968617756,-0.1801498704108633
3.96,-0.005487021105079042,-0.1838716835824024
3.98,-0.00916445477672709,-0.18505830723194988
4.0,-0.012865620921366087,-0.18368051666306243
4.0200000000000005,-0.016539231254627335,-0.17974959391137388
4.04,-0.020134223132854814,-0.17331715273676773
4.0600000000000005,-0.02360056618759017,-0.16447432747607824
4.08,-0.026890052737111734,-0.1533503385491113
4.1,-0.02995705950809396,-0.14011045724135252
4.12,-0.03275926865292101,-0.1249534018605142
4.14,-0.035258336690131294,-0.10810820633167174
4.16,-0.03742050081676473,-0.08983061061571992
4.18,-0.039217113029079126,-0.07039902987702992
4.2,-0.04062509362661972,-0.05011016596958738
4.22,-0.04162729694601147,-0.029274330451760172
4.24,-0.04221278355504667,-0.008210552889230973
4.26,-0.042376994612831294,0.012758448408220012
4.28,-0.04212182564466689,0.03331135390087767
4.3,-0.041455598566649335,0.05313330835032723
4.32,-0.04039293239964279,0.07192088448055675
4.34,-0.038954514710031654,0.08938686648825885
4.36,-0.037166777380266476,0.10526477796273463
4.38,-0.035061481821011785,0.11931308280660105
4.4,-0.03267522016487977,0.13131899290546303
4.42,-0.030048840306770505,0.1411018224965008
4.44,-0.027226803856840488,0.14851583633474053
4.46,-0.02425648713014568,0.15345254673887607
4.48,-0.021187436195368156,0.15584242328999856
4.5,-0.018070587729568186,0.15565598821939197
4.5200000000000005,-0.014957467965180347,0.1529042802095955
4.54,-0.011899382360988437,0.1476386792934211
4.5600000000000005,-0.008946608775120015,0.1399500956114754
4.58,-0.006147606862890507,0.12996753482105472
4.6000000000000005,-0.003548256166469413,0.11785606277985713
4.62,-0.0011911349108722703,0.10381420160173987
4.64,0.0008851491211625271,0.08807079814934878
4.66,0.0026465650841495025,0.0708814143484228
4.68,0.004064193371117958,0.05252429624973104
4.7,0.005114679296112579,0.03329598540799371
4.72,0.005780599004272454,0.01350664178800852
4.74,0.006050731840032624,-0.006524848042410866
4.76,0.005920234879184407,-0.026475900286928734
4.78,0.0053907168734458315,-0.04602532154733928
4.8,0.004470210442499046,-0.06485837446843519
4.82,0.003173042953130342,-0.08267174151381955
4.84,0.001519608122853951,-0.09917830859192614
4.86,-0.00046395804898457203,-0.11411169309258502
4.88,-0.0027461919108362725,-0.12723044492526941
4.9,-0.005290800809341661,-0.13832185430712107
4.92,-0.008057237895484083,-0.14720530625064124
4.94,-0.011001344020496908,-0.15373512884975307
4.96,-0.01407604659749197,-0.15780289044604162
4.98,-0.0172321044064128,-0.15933910944846805
5.0,-0.02041888659538216,-0.15831434984265647
5.0200000000000005,-0.02358517359223529,-0.15473968511389571
5.04,-0.026679967294513204,-0.14866652326848698
5.0600000000000005,-0.029653297759882943,-0.14018579571392992
5.08,-0.03245701367416154,-0.12942652279076008
5.1000000000000005,-0.03504554412997674,-0.11655377857942735
5.12,-0.03737661970156529,-0.10176608707938976
5.14,-0.03941194144315309,-0.08529229082519686
5.16,-0.04111778725965703,-0.06738794132431417
5.18,-0.042465546086143315,-0.04833126824259444
5.2,-0.043432171450995205,-0.028418790906699302
5.22,-0.04400054726912919,-0.00796064133364235
5.24,-0.04415976009580204,0.01272432745298685
5.26,-0.0439052735467423,0.033313570674408585
5.28,-0.04323900213325413,0.0534859393004207
5.3,-0.04216928334724571,0.07292674557165113
5.32,-0.04071074843581269,0.09133272665306613
5.34,-0.03888409390275137,0.10841682813804145
5.36,-0.03671575733999054,0.12391273196337593
5.38,-0.03423750270072302,0.137579057326424
5.4,-0.03148592155419454,0.14920316835248376
5.42,-0.028501858187144864,0.15860452846236747
5.44,-0.025329767617897514,0.16563754853889737
5.46,-0.022017016647119567,0.17019388397417085
5.48,-0.01861313896763615,0.172204144370927
5.5,-0.01516905608021761,0.1716389889341472
5.5200000000000005,-0.011736276301534666,0.16850959027706872
5.54,-0.008366084495993291,0.16286745932627192
5.5600000000000005,-0.005108735309467852,0.15480363408636924
5.58,-0.0020126626277404674,0.14444724505713766
5.6000000000000005,0.000876282273402286,0.13196347992651541
5.62,0.0035155518719325943,0.11755097963666762
5.64,0.005866571464665947,0.10143870688792186
5.66,0.007895345602424384,0.08388233646535435
5.68,0.009572992331731471,0.06516022431395851
5.7,0.010876196818010641,0.04556901893172436
5.72,0.011787577196645128,0.025418984290826577
5.74,0.01229595688246166,0.005029108046503389
5.76,0.012396539043391728,-0.015277927820641347
5.78,0.012090980486978901,-0.03518083461366178
5.8,0.011387363794705665,-0.0543647825457019
5.82,0.010300068143791627,-0.07252636449658506
5.84,0.008849540853859925,-0.0893783796188496
5.86,0.0070619732614829326,-0.10465436135359014
5.88,0.00496888603441113,-0.11811277844726374
5.9,0.002606630465465855,-0.12954084271758054
5.92,1.5813611114244217e-05,-0.13875786351838768
5.94,-0.0027593436592535095,-0.1456180960022765
5.96,-0.005671705579299039,-0.15001303826273943
5.98,-0.008671966344553828,-0.15187314112919575
6.0,-0.011709429167137743,-0.15116890365100685
6.0200000000000005,-0.01473280724015788,-0.14791133699464398
6.04,-0.01769103398005076,-0.14215178943866177
6.0600000000000005,-0.020534069768823996,-0.13398113522699048
6.08,-0.023213692473363808,-0.12352834007338057
6.1000000000000005,-0.02568425927483142,-0.11095842594041144
6.12,-0.02790342779363965,-0.09646986719025709
6.140000000000001,-0.029832825137444792,-0.08029145917200536
6.16,-0.0314386543208849,-0.06267870863030056
6.18,-0.03269222849349091,-0.04390980286123655
6.2,-0.03357042455071564,-0.02428122118482162
6.22,-0.03405604897441207,-0.004103057944207813
6.24,-0.03413811013329623,0.01630586920873835
6.26,-0.03381199274912146,0.03662304859579493
6.28,-0.03307953177720556,0.05652736204742689
6.3,-0.031948984536257025,0.07570415045659623
6.32,-0.0304349015271251,0.09385017746409255
6.34,-0.02855789797784325,0.11067841299467358
6.36,-0.02634432971794978,0.12592256120437728
6.38,-0.023825878493862234,0.1393412614301645
6.4,-0.021039053265258945,0.15072189589001225
6.42,-0.0180246153474587,0.15988394408336667
6.44,-0.014826936465791368,0.16668183099068287
6.46,-0.01149329984597771,0.17100722415387853
6.48,-0.008073155362900139,0.1727907434110177
6.5,-0.004617340494679785,0.17200305632134136
6.5200000000000005,-0.001177279368252958,0.16865534200480808
6.54,0.002195827471843204,0.16279911608079087
6.5600000000000005,0.005451809793459021,0.15452541946644108
6.58,0.008542318182787842,0.14396338382754953
6.6000000000000005,0.011421585859338832,0.1312781963053085
6.62,0.014047149785445003,0.1166684956161661
6.640000000000001,0.016380519697768325,0.10036324058956014
6.66,0.018387784509559527,0.08261810052829774
6.68,0.020040146520125483,0.06371142431750033
6.7,0.02131437500647549,0.043939851851427465
6.72,0.02219317204350404,0.023613636988366323
6.74,0.022665444783271368,0.0030517557931551663
6.76,0.022726479899134473,-0.017423122786938798
6.78,0.022378017443395695,-0.03748972449774814
6.8,0.02162822295344073,-0.05683323537123487
6.82,0.020491558246016034,-0.07515026544878207
6.84,0.018988552937040392,-0.09215363235404717
6.86,0.01714548028995945,-0.10757688927574736
6.88,0.014993942504444503,-0.12117852595154735
6.9,0.012570371985413557,-0.13274577640117913
6.92,0.009915456457389974,-0.14209797335871324
6.94,0.00707349699021571,-0.14908939650272107
6.96,0.004091709060161288,-0.1536115695661645
6.98,0.001019477668837998,-0.15559497009934153
7.0,-0.0020924217331488326,-0.15501012492201757
7.0200000000000005,-0.0051926242315891834,-0.15186807398891428
7.04,-0.008229985711367469,-0.14622019535321804
7.0600000000000005,-0.011154389618431829,-0.13815739398862928
7.08,-0.013917537498204414,-0.12780866726279444
7.1000000000000005,-0.016473710843460304,-0.11533906968554024
7.12,-0.01878049223717111,-0.10094710902911073
7.140000000000001,-0.020799434417753324,-0.08486161488521131
7.16,-0.02249666671545755,-0.06733812904363623
7.18,-0.023843429296330272,-0.04865487461841406
7.2,-0.024816526788698553,-0.029108367490798787
7.22,-0.02539869413851453,-0.009008739279305778
7.24,-0.025578868924100644,0.011325154403624395
7.26,-0.025352365836028158,0.03157076326259935
7.28,-0.02472095057077617,0.05140692988263336
7.3,-0.023692811973123503,0.07051895531096998
7.32,-0.022282432866904102,0.08860356277011616
7.34,-0.020510361611501778,0.1053736812213723
7.36,-0.01840288798707433,0.1205629733392152
7.38,-0.015991628520290027,0.13393003648768817
7.4,-0.013313027790536263,0.145262210446914
7.42,-0.010407783581597982,0.15437893183963594
7.44,-0.007320204944805263,0.16113458235650954
7.46,-0.004097513297675073,0.16542078586196896
7.48,-0.0007890975804356933,0.16716811815398025
7.5,0.0025542647826439116,0.1663472024137954
7.5200000000000005,0.00588120883091982,0.16296917306986672
7.54,0.009140592292317154,0.15708550076056488
7.5600000000000005,0.012282302307528453,0.14878718115621015
7.58,0.015258045930652655,0.13820330043324183
7.6000000000000005,0.018022111939317492,0.12549900002392966
7.62,0.020532091939796087,0.11087287273881528
7.640000000000001,0.022749549394572393,0.09455383132666932
7.66,0.02464062602110578,0.07679749885672865
7.68,0.026176575998240352,0.0578821778491317
7.7,0.027334219555222986,0.038104461722863914
7.72,0.028096308789680263,0.017774557771399094
7.74,0.028451799945108245,-0.002788604574396246
7.76,0.02839602785362032,-0.02326240305037592
7.78,0.0279307797926128,-0.04332561011500624
7.8,0.027064267590312677,-0.06266345852313215
7.82,0.025810998419850035,-0.08097260503037884
7.84,0.024191546319242457,-0.09796591394748869
7.86,0.022232228040292682,-0.1133769851049641
7.88,0.019964688338193398,-0.12696435481918641
7.9,0.01742540124180967,-0.1385153036081404
7.92,0.014655095169646862,-0.14784921060666323
7.94,0.011698110957513597,-0.15482040177995718
7.96,0.008601702921914454,-0.15932044701720185
7.98,0.005415293981570417,-0.16127986987859322
8.0,0.0021896965839985523,-0.16066924303193889
8.02,-0.0010236882766402255,-0.15749965210298011
8.040000000000001,-0.004173681318699828,-0.15182252062410168
8.06,-0.007210131731181861,-0.14372879884194847
8.08,-0.010084707708020831,-0.13334752917679224
8.1,-0.012751658291556677,-0.12084381095706176
8.120000000000001,-0.015168534510697912,-0.10641619652624001
8.14,-0.017296858441222713,-0.09029355978692746
8.16,-0.01910272963696126,-0.07273148656684866
8.18,-0.020557359368298233,-0.054008243732732164
8.2,-0.021637524242952875,-0.03442039062139117
8.22,-0.0223259320553807,-0.014278101998201273
8.24,-0.022611494095344725,0.006099723697444159
8.26,-0.02248949962139584,0.026390493673967598
8.28,-0.02196168974791649,0.0462730083614816
8.3,-0.021036229580686856,0.06543252700378409
8.32,-0.019727579040611176,0.08356573138122521
8.34,-0.01805626441298667,0.1003855093837333
8.36,-0.016048554225312005,0.11562548299435868
8.38,-0.013736044565424831,0.12904420927449362
8.4,-0.01115516037993496,0.14042898809888593
8.42,-0.00834658061795724,0.1495992165903564
8.44,-0.005354596286150112,0.1564092373529428
8.46,-0.002226411539091256,0.16075063558530056
8.48,0.000988601172614755,0.1625539488476734
8.5,0.004239680149568223,0.16178976251855368
8.52,0.0074754753999392975,0.1584691736651912
8.540000000000001,0.010644858873243122,0.15264361601260262
8.56,0.013697731193495174,0.14440404877158847
8.58,0.016585812168926944,0.13387952211859325
8.6,0.01926340261129881,0.12123514195080856
8.620000000000001,0.02168810545031498,0.10666946601371699
8.64,0.02382149477058932,0.09041137246586252
8.66,0.02562972221990657,0.07271645026561765
8.68,0.02708405122521892,0.05386296830586691
8.700000000000001,0.02816131059133626,0.03414748686592485
8.72,0.028844260328654756,0.013880180590876551
8.74,0.029121863940472288,-0.0066200532420878505
8.76,0.02898946287563053,-0.02703062402462097
8.78,0.02844885039513811,-0.047030335370206594
8.8,0.02750824368773398,-0.06630445068527903
8.82,0.026182154674028398,-0.08454965687123117
8.84,0.024491161536603776,-0.10147884787660753
8.86,0.022461584579071624,-0.1168256526598478
8.88,0.020125071525874668,-0.13034863615374812
8.9,0.017518098802799704,-0.1418351069797644
8.92,0.014681396663204416,-0.15110447186207454
8.94,0.011659307225962926,-0.15801108384013143
8.96,0.008499085549160297,-0.16244653936154174
8.98,0.005250154761929462,-0.16434138802859108
9.0,0.0019633270013576405,-0.16366622803454395
9.02,-0.0013099975593332384,-0.16043217001388027
9.040000000000001,-0.004518640959610844,-0.15469066199112996
9.06,-0.007612454199433443,-0.146532678188818
9.08,-0.010543107763209804,-0.13608728448735935
9.1,-0.013264853452956991,-0.12351960316031375
9.120000000000001,-0.015735245516163267,-0.10902820898219898
9.14,-0.017915809695807246,-0.09284199777365795
9.16,-0.019772649651280404,-0.07521657676875287
9.18,-0.021276981186655462,-0.05643023373031192
9.200000000000001,-0.0224055858612617,-0.03677954838265219
9.22,-0.023141176828914742,-0.01657471537187081
9.24,-0.02347267113635216,0.0038653474867186947
9.26,-0.023395364186617786,0.024218028528276793
9.28,-0.02291100361605225,0.04416210981000905
9.3,-0.02202776141985207,0.0633828327007037
9.32,-0.020760104765837995,0.08157686160098973
9.34,-0.0191285675338182,0.09845706751360708
9.36,-0.01715942618354606,0.11375705602405162
9.38,-0.014884285063065026,0.1272353682827574
9.4,-0.012339577697409877,0.13867928873693725
9.42,-0.009565991922671133,0.1479081995619962
9.44,-0.00660782793143121,0.15477642889124404
9.46,-0.003512299353606329,0.15917554792574143
9.48,-0.0003287883950915003,0.16103608069759578
9.5,0.0028919332188604156,0.16032859952283174
9.52,0.00609850520931705,0.157064188867998
9.540000000000001,0.00923978898667701,0.15129427031516574
9.56,0.012265674392980324,0.14310979138583166
9.58,0.015127870220696957,0.13263979101656187
9.6,0.017780666041028195,0.12004936430978241
9.620000000000001,0.020181653327223843,0.10553705865691677
9.64,0.02229239450036218,0.08933174229866013
9.66,0.024079029346335382,0.07168899470716386
9.68,0.02551280924047866,0.052887075716053625
9.700000000000001,0.02657055075479973,0.033222536967602634
9.72,0.027235001494151784,0.013005544887251506
9.74,0.027495112391896812,-0.007445011054950334
9.76,0.027346212170797805,-0.027806547650254695
9.78,0.02679008121779271,-0.04775787550923099
9.8,0.025834923707608093,-0.06698426463797603
9.82,0.02449523841484857,-0.08518240814527173
9.84,0.022791590251943137,-0.10206520579998368
9.86,0.020750286135943465,-0.11736629199906322
9.88,0.0184029602959622,-0.13084423673731665
9.9,0.015786075561215866,-0.1422863533270633
9.92,0.012940348494674599,-0.1515120528175958
9.94,0.009910107438322683,-0.1583756922131717
9.96,0.0067425935940592496,-0.1627688715713684
9.98,0.0034872161626318815,-0.1646221437551192
10.0,0.0001947732875294977,-0.16390610987455556
10.02,-0.0030833489099616135,-0.1606318831428151
10.040000000000001,-0.0062959865728179154,-0.15485091383047353
10.06,-0.009393004849427386,-0.14665417807911055
10.08,-0.012326088411009597,-0.13617074336684618
10.1,-0.01504950327834652,-0.12356573324925485
10.120000000000001,-0.017520817943331615,-0.10903772347285345
10.14,-0.019701572412788686,-0.09281561052595597
10.16,-0.021557884623307804,-0.07515500201166529
10.18,-0.02306098466354111,-0.05633418576892554
10.200000000000001,-0.02418766837891962,-0.03664974131095583
10.22,-0.02492066320513874,-0.016411862791255224
10.24,-0.02524890046096384,0.004060532743246418
10.26,-0.025167689806098913,0.0244448346661662
10.28,-0.02467879311277559,0.04441982633753029
10.3,-0.023790396586024984,0.06367075068760902
10.32,-0.022516981572272804,0.08189427393148037
10.34,-0.020879096093643197,0.0988032691336166
10.36,-0.018903030710970867,0.11413134418285752
10.38,-0.016620403827313716,0.1276370427689356
10.4,-0.014067662971935005,0.13910765210867684
10.42,-0.011285509929761468,0.14836255737179152
10.44,-0.008318258782325637,0.15525608990498516
10.46,-0.0052131369842259336,0.1596798243362256
10.48,-0.0020195404975014214,0.16156428833248265
10.5,0.0012117452691482317,0.16088005804706923
10.52,0.0044293464300896165,0.15763822198074487
10.540000000000001,0.0075821108697045145,0.15189020594124222
10.56,0.010619914988529358,0.1437269618617262
10.58,0.013494454225763883,0.13327753327102743
10.6,0.01616000489118443,0.12070702003905733
10.620000000000001,0.018574145291965577,0.10621397449460318
10.64,0.02069842478185764,0.09002726998029809
10.66,0.0224989701814636,0.07240249122953915
10.68,0.023947020006054386,0.053617903491278845
10.700000000000001,0.025019378075879964,0.03397006397201177
10.72,0.0256987793553202,0.013769144805150815
10.74,0.025974162251423214,-0.006665958692632382
10.76,0.025840843077570567,-0.02701265733237362
10.78,0.025300589930923094,-0.046949755615843
10.8,0.024361594818606235,-0.0661625173167184
10.82,0.023038344472271866,-0.08434762919265926
10.84,0.02135139188841868,-0.10121798454757186
10.86,0.01932703219746724,-0.11650721120442914
10.88,0.016996887973378658,-0.12997387247980585
10.9,0.014397410523782541,-0.14140527490825094
10.92,0.011569305025617522,-0.15062082266641103
10.94,0.008556888572289301,-0.15747486579562958
10.96,0.005407391256376709,-0.16185899730485634
10.98,0.002170211310279582,-0.16370376292718372
11.0,-0.0011038639482640923,-0.16297975656613176
11.02,-0.004363459079586728,-0.15969808415584402
11.040000000000001,-0.007557420762703609,-0.1539101886198494
11.06,-0.010635624535100597,-0.14570703868890117
11.08,-0.01354976530887862,-0.13521769437072767
11.1,-0.016254119196293174,-0.12260727169510122
11.120000000000001,-0.0187062646301952,-0.10807433883142396
11.14,-0.020867751406823676,-0.09184778464361781
11.16,-0.022704707099696034,-0.07418320906709311
11.18,-0.024188371281037895,-0.05535889223371704
11.200000000000001,-0.025295549125712236,-0.035671405914101624
11.22,-0.02600897724399427,-0.015430936487402288
11.24,-0.026317595973742315,0.005043606801799435
11.26,-0.026216723837706325,0.02542962115380372
11.28,-0.025708131414630252,0.0454058977760472
11.3,-0.02480001345910931,0.06465768746339265
11.32,-0.023506859709841454,0.08288166430921005
11.34,-0.021849226423657254,0.09979070926654313
11.36,-0.01985341223832639,0.11511843811972572
11.38,-0.017551043475931876,0.1286234024576136
11.4,-0.014978575426779604,0.14009289739655378
11.42,-0.012176717478848529,0.14934631600300768
11.44,-0.009189791158788374,0.15623799751455886
11.46,-0.006065031208497197,0.1606595244411372
11.48,-0.002851840719674453,0.16254143231978133
11.5,0.0003989879267211737,0.16185430515906524
11.52,0.0036360740299024785,0.15860923929734963
11.540000000000001,0.006808258815849471,0.1528576683595185
11.56,0.00986541218303984,0.14469055207271392
11.58,0.01275922322449412,0.13423694173390532
11.6,0.015443962059172226,0.12166194495270319
11.620000000000001,0.01787720095822629,0.10716412176661626
11.64,0.020020483393558615,0.09097235319354557
11.66,0.021839930457429525,0.07334223160628776
11.68,0.02330677508955528,0.054552029854973094
11.700000000000001,0.024397815686654743,0.034898312706762184
11.72,0.02509578194078999,0.01469125981299077
11.74,0.025389607137049804,-0.0057502260366586455
11.76,0.02527460261631663,-0.0261035482272319
11.78,0.024752531651771992,-0.04604750388357903
11.8,0.02383158157410041,-0.06526734945351667
11.82,0.022526234585030076,-0.0834597644218314
11.84,0.02085703929659345,-0.10033763487441578
11.86,0.018850286599105134,-0.11563458147289961
